trait	sumstats	ldsc_log	mixer_list	ldsc_status	mixer_status	ldsc_total_h2	ldsc_total_h2_se	ldsc_lambda_gc	ldsc_mean_chi2	ldsc_intercept	ldsc_intercept_se	ldsc_ratio	ldsc_ratio_se	ldsc_h2_outside_region	ldsc_h2_within_region	ldsc_h2_se_outside_region	ldsc_h2_se_within_region	ldsc_prop_snps_outside_region	ldsc_prop_snps_within_region	ldsc_prop_h2_outside_region	ldsc_prop_h2_within_region	ldsc_enrichment_outside_region	ldsc_enrichment_within_region	ldsc_coef_outside_region	ldsc_coef_within_region	ldsc_coef_se_outside_region	ldsc_coef_se_within_region	mixer_enrichment_outside_region	mixer_enrichment_outside_region_se	mixer_enrichment_within_region	mixer_enrichment_within_region_se	mixer_total_h2	mixer_total_h2_se	mixer_h2_outside_region	mixer_h2_within_region
PASS.Insomnia.Watanabe2022	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Insomnia.Watanabe2022.sumstats.gz	results/sldsc_sumstats_107/PASS.Insomnia.Watanabe2022.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Insomnia.Watanabe2022_list.txt	ok	ok	0.0308	0.0016	1.3061	1.3633	1.0749	0.0096	0.2061	0.0263	0.03	0.0008	0.0017	0.001	0.9947	0.0053	0.9735	0.0265	0.9786	5.03	4.9448e-09	2.5415e-08	2.8102e-10	2.9723e-08	0.9692488933049573	0.02309934226589071	6.8830097770709555	4.4191468535364695	0.030312475145421472	0.0012446881945864577	0.02922755749166046	0.0010849176537609069
PASS.Intelligence.SavageJansen2018	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Intelligence.SavageJansen2018.sumstats.gz	results/sldsc_sumstats_107/PASS.Intelligence.SavageJansen2018.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Intelligence.SavageJansen2018_list.txt	ok	ok	0.2157	0.0085	1.753	2.0745	1.2067	0.0132	0.1924	0.0123	0.22	-0.0043	0.0088	0.0042	0.9947	0.0053	1.0201	-0.0201	1.0255	-3.8121	3.6254e-08	-1.3477e-07	1.4508e-09	1.2903e-07	1.0052271044686858	0.0	0.0	0.0	0.2123210939580284	0.0038598531637888413	0.2123210939580284	0.0
PASS.Ischemic_Stroke.Malik2018	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Ischemic_Stroke.Malik2018.sumstats.gz	results/sldsc_sumstats_107/PASS.Ischemic_Stroke.Malik2018.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Ischemic_Stroke.Malik2018_list.txt	ok	ok	0.0125	0.0016	1.1235	1.1406	1.0549	0.007	0.3901	0.0498	0.0116	0.0009	0.0015	0.001	0.9947	0.0053	0.9309	0.0691	0.9358	13.1042	1.9177e-09	2.6853e-08	2.5416e-10	3.1175e-08	0.9864186032628757	0.04626576448000476	3.5982638798395548	8.85112680589962	0.012274940268628593	0.0012081555702492344	0.012045267563010728	0.00022967270561791023
PASS.Knee_Osteoarthritis.Boer2021	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Knee_Osteoarthritis.Boer2021.sumstats.gz	results/sldsc_sumstats_107/PASS.Knee_Osteoarthritis.Boer2021.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Knee_Osteoarthritis.Boer2021_list.txt	ok	ok	0.0491	0.0026	1.2661	1.3455	1.0527	0.0089	0.1525	0.0258	0.0467	0.0024	0.0029	0.0017	0.9947	0.0053	0.952	0.048	0.9571	9.1004	7.6976e-09	7.3194e-08	4.6963e-10	5.4385e-08	0.9193512330701015	0.022563393981863307	16.428956397002228	4.316614316213294	0.04890158648739823	0.001877610522205658	0.044723957040569834	0.0041776294468284
PASS.LDL.Teslovich2010	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.LDL.Teslovich2010.sumstats.gz	results/sldsc_sumstats_107/PASS.LDL.Teslovich2010.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.LDL.Teslovich2010_list.txt	ok	ok	0.1005	0.0115	1.0141	1.1038	0.9549	0.0114			0.0998	0.0007	0.0129	0.0066	0.9947	0.0053	0.9932	0.0068	0.9984	1.2929	1.6437e-08	2.1284e-08	2.1233e-09	2.0628e-07	1.005227104468686	0.0	0.0	0.0	0.09397552183479763	0.00537879913903619	0.09397552183479763	0.0
PASS.Lupus.Bentham2015	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Lupus.Bentham2015.sumstats.gz	results/sldsc_sumstats_107/PASS.Lupus.Bentham2015.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Lupus.Bentham2015_list.txt	ok	ok	0.4776	0.0635	1.1683	1.2145	1.108	0.0084	0.5035	0.0392	0.4328	0.0448	0.0636	0.0397	0.9947	0.0053	0.9061	0.0939	0.9109	17.8022	7.1307e-08	1.3935e-06	1.0481e-08	1.2337e-06	0.813093999413605	0.07278495576723226	36.7570815173425	13.924526705616083	0.37659593147187514	0.04147714730344657	0.3046156343398708	0.07198029713200374
PASS.Maternal_Birth_Weight.Warrington2019	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Maternal_Birth_Weight.Warrington2019.sumstats.gz	results/sldsc_sumstats_107/PASS.Maternal_Birth_Weight.Warrington2019.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Maternal_Birth_Weight.Warrington2019_list.txt	ok	ok	0.1191	0.0072	1.3292	1.4761	1.1198	0.0112	0.2516	0.0235	0.1101	0.009	0.0073	0.0046	0.9947	0.0053	0.9244	0.0756	0.9293	14.3353	1.814e-08	2.7981e-07	1.2078e-09	1.4215e-07	0.925083396756815	0.02109449741263228	15.332333262520272	4.035598970522203	0.10970989743225495	0.004014592402167967	0.10096306011178968	0.00874683732046506
PASS.Medication_Use.Wu2019	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Medication_Use.Wu2019.sumstats.gz	results/sldsc_sumstats_107/PASS.Medication_Use.Wu2019.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Medication_Use.Wu2019_list.txt	ok	ok	0.1563	0.0111	1.1999	1.2502	1.0603	0.0077	0.2411	0.0309	0.1527	0.0036	0.0111	0.0074	0.9947	0.0053	0.9773	0.0227	0.9824	4.3144	2.5164e-08	1.1051e-07	1.8258e-09	2.295e-07	0.9960225588727503	0.02528774394045093	1.7609262740156015	4.837811084885111	0.1394460797402284	0.008092170041721884	0.1381692162399935	0.0012768635002345938
PASS.Monocyte_Percentage.Vuckovic2020	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Monocyte_Percentage.Vuckovic2020.sumstats.gz	results/sldsc_sumstats_107/PASS.Monocyte_Percentage.Vuckovic2020.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Monocyte_Percentage.Vuckovic2020_list.txt	ok	ok	0.199	0.0179	1.5371	2.5964	1.4763	0.0525	0.2984	0.0329	0.1804	0.0185	0.0173	0.0095	0.9947	0.0053	0.9068	0.0932	0.9117	17.6682	2.9727e-08	5.7611e-07	2.8568e-09	2.9423e-07	0.9669638449770876	0.008679849363076931	7.3201635285538	1.6605463722945082	0.2351636117426763	0.004476289656534712	0.22621227501579147	0.008951336726885981
PASS.Parkinson.Nalls2019	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Parkinson.Nalls2019.sumstats.gz	results/sldsc_sumstats_107/PASS.Parkinson.Nalls2019.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Parkinson.Nalls2019_list.txt	ok	ok	0.0159	0.0018	1.088	1.1324	1.0136	0.0062	0.1027	0.0471	0.0167	-0.0008	0.0019	0.0013	0.9947	0.0053	1.0529	-0.0529	1.0585	-10.0305	2.7506e-09	-2.6066e-08	3.1859e-10	3.9104e-08	0.9497339340292392	0.04266644199082404	10.616426507621695	8.16253859980108	0.015120773301517097	0.0011709503011117439	0.014286036905863723	0.0008347363956533641
PASS.Physical_Activity.Wang2022	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Physical_Activity.Wang2022.sumstats.gz	results/sldsc_sumstats_107/PASS.Physical_Activity.Wang2022.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Physical_Activity.Wang2022_list.txt	ok	ok	0.0311	0.0019	1.2946	1.3594	1.0802	0.0082	0.2231	0.0227	0.0288	0.0022	0.0018	0.0011	0.9947	0.0053	0.9277	0.0723	0.9326	13.719	4.7517e-09	6.9901e-08	2.8877e-10	3.5505e-08	0.943992005507462	0.02510386409376814	11.71491775763928	4.802632938401877	0.030951643906268197	0.0012528203600178946	0.029066172484748413	0.001885471421519744
PASS.Platelet_Distribution_Width.Vuckovic2020	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Platelet_Distribution_Width.Vuckovic2020.sumstats.gz	results/sldsc_sumstats_107/PASS.Platelet_Distribution_Width.Vuckovic2020.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Platelet_Distribution_Width.Vuckovic2020_list.txt	ok	ok	0.2423	0.0192	1.5504	2.78	1.3932	0.0538	0.2209	0.0302	0.2209	0.0214	0.0189	0.0135	0.9947	0.0053	0.9116	0.0884	0.9164	16.7704	3.6391e-08	6.6595e-07	3.119e-09	4.206e-07	0.9169260424137022	0.009964683949721883	16.89292084824581	1.9063487269905408	0.26146207796541876	0.004291528781443282	0.23849475140924525	0.022967326556174755
PASS.Primary_Biliary_Cirrhosis.Cordell2015	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Primary_Biliary_Cirrhosis.Cordell2015.sumstats.gz	results/sldsc_sumstats_107/PASS.Primary_Biliary_Cirrhosis.Cordell2015.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Primary_Biliary_Cirrhosis.Cordell2015_list.txt	ok	ok	0.3392	0.0625	1.0496	1.1038	1.0288	0.0086	0.2776	0.0833	0.353	-0.0138	0.0668	0.0453	0.9947	0.0053	1.0407	-0.0407	1.0462	-7.7255	5.8159e-08	-4.2945e-07	1.1002e-08	1.4083e-06	0.945603990429382	0.05960471644903838	11.406528106815518	11.403008454515902	0.3249299398036584	0.04114388486816756	0.30565734481534745	0.019272594988310594
PASS.Reaction_Time.Davies2018	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Reaction_Time.Davies2018.sumstats.gz	results/sldsc_sumstats_107/PASS.Reaction_Time.Davies2018.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Reaction_Time.Davies2018_list.txt	ok	ok	0.0879	0.0043	1.3929	1.5003	1.112	0.0098	0.2238	0.0196	0.0816	0.0063	0.0042	0.0021	0.9947	0.0053	0.9284	0.0716	0.9333	13.5827	1.3444e-08	1.9565e-07	6.8443e-10	6.5161e-08	0.9582491597293854	0.018411224558424182	8.987374371556644	3.522260683467893	0.0887107312159353	0.0028526845458669192	0.08456495379875396	0.004145777417181394
PASS.Reticulocyte_Count.Vuckovic2020	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Reticulocyte_Count.Vuckovic2020.sumstats.gz	results/sldsc_sumstats_107/PASS.Reticulocyte_Count.Vuckovic2020.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Reticulocyte_Count.Vuckovic2020_list.txt	ok	ok	0.244	0.0172	1.6981	2.7732	1.4011	0.0445	0.2262	0.0251	0.2346	0.0094	0.0161	0.0079	0.9947	0.0053	0.9616	0.0384	0.9667	7.2872	3.8656e-08	2.9141e-07	2.6608e-09	2.4457e-07	0.9304224308292044	0.009800878505741534	14.310919953416409	1.8750110246427314	0.27226536723242806	0.004732929596990519	0.2520045506979193	0.020260816534507994
PASS.Rheumatoid_Arthritis.Ishigaki2022	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Rheumatoid_Arthritis.Ishigaki2022.sumstats.gz	results/sldsc_sumstats_107/PASS.Rheumatoid_Arthritis.Ishigaki2022.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Rheumatoid_Arthritis.Ishigaki2022_list.txt	ok	ok	0.1319	0.0121	1.2074	1.2967	1.1107	0.0106	0.3732	0.0358	0.1204	0.0115	0.012	0.0071	0.9947	0.0053	0.9129	0.0871	0.9178	16.5157	1.9833e-08	3.569e-07	1.9772e-09	2.2058e-07	0.9555752573578136	0.03344294007668804	9.498919986838402	6.397985782960472	0.1245822943921951	0.007072071707560573	0.11842871874109624	0.006153575651098731
PASS.Rheumatoid_Arthritis.Saevarsdottir2022	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Rheumatoid_Arthritis.Saevarsdottir2022.sumstats.gz	results/sldsc_sumstats_107/PASS.Rheumatoid_Arthritis.Saevarsdottir2022.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Rheumatoid_Arthritis.Saevarsdottir2022_list.txt	ok	ok	0.0134	0.0017	1.1475	1.2817	1.0656	0.0101	0.2328	0.0359	0.0129	0.0005	0.002	0.0007	0.9947	0.0053	0.9602	0.0398	0.9653	7.5442	2.1188e-09	1.6559e-08	3.2333e-10	2.3293e-08	0.9560589532932736	0.03261913309488542	9.406383872750101	6.240382852554563	0.011511434483529318	0.0006430351281004653	0.010948381668482967	0.0005630528150463284
PASS.Sleep_Duration.Dashti2019	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Sleep_Duration.Dashti2019.sumstats.gz	results/sldsc_sumstats_107/PASS.Sleep_Duration.Dashti2019.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Sleep_Duration.Dashti2019_list.txt	ok	ok	0.0737	0.0036	1.4922	1.6147	1.1253	0.0107	0.2038	0.0174	0.0739	-0.0002	0.0037	0.0019	0.9947	0.0053	1.0028	-0.0028	1.0081	-0.5373	1.2182e-08	-6.4931e-09	6.1094e-10	5.7706e-08	1.0052271044686845	2.220446049250313e-16	0.0	0.0	0.07231569198776724	0.001756544788193124	0.07231569198776724	0.0
PASS.Snoring.Campos2020	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Snoring.Campos2020.sumstats.gz	results/sldsc_sumstats_107/PASS.Snoring.Campos2020.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Snoring.Campos2020_list.txt	ok	ok	0.0659	0.0028	1.4064	1.506	1.1158	0.0097	0.229	0.0191	0.0636	0.0023	0.0029	0.0016	0.9947	0.0053	0.9651	0.0349	0.9703	6.6103	1.0475e-08	7.1365e-08	4.7974e-10	4.9723e-08	0.9638592227982509	0.018769682475043136	7.91411036803827	3.590837448819787	0.06358802380585296	0.002113612719622934	0.06097120037086665	0.002616823434986218
PASS.Structural_Connectivity_Global.Tissink2023	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Structural_Connectivity_Global.Tissink2023.sumstats.gz	results/sldsc_sumstats_107/PASS.Structural_Connectivity_Global.Tissink2023.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Structural_Connectivity_Global.Tissink2023_list.txt	ok	ok	0.4081	0.0441	1.1342	1.1732	1.0372	0.0081	0.2149	0.0469	0.3503	0.0579	0.0387	0.0282	0.9947	0.0053	0.8582	0.1418	0.8628	26.8913	5.7712e-08	1.7988e-06	6.3758e-09	8.7583e-07	0.8765238759843622	0.047537917463557525	24.62227974500922	9.094503036693261	0.34626122247306784	0.026880792919833293	0.3019280195250963	0.0443332029479709
PASS.Telomere_Length.Codd2021	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Telomere_Length.Codd2021.sumstats.gz	results/sldsc_sumstats_107/PASS.Telomere_Length.Codd2021.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Telomere_Length.Codd2021_list.txt	ok	ok	0.0715	0.0079	1.2438	1.5949	1.0876	0.017	0.1473	0.0286	0.0606	0.0109	0.0083	0.0086	0.9947	0.0053	0.8471	0.1529	0.8516	28.9951	9.9774e-09	3.397e-07	1.369e-09	2.6628e-07	0.7963777006413736	0.014401577512865698	39.95508509128791	2.75517307892875	0.07950823742832817	0.0020387884864018304	0.06298933546831471	0.016518901960013755
PASS.Thumb_Osteoarthritis.Boer2021	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Thumb_Osteoarthritis.Boer2021.sumstats.gz	results/sldsc_sumstats_107/PASS.Thumb_Osteoarthritis.Boer2021.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Thumb_Osteoarthritis.Boer2021_list.txt	ok	ok	0.0176	0.0027	1.0539	1.0707	1.0033	0.0067	0.0461	0.0945	0.0171	0.0005	0.0027	0.0016	0.9947	0.0053	0.9704	0.0296	0.9756	5.6067	2.8149e-09	1.6178e-08	4.3793e-10	5.1213e-08	0.9904564054994798	0.055470000155433956	2.825789891458489	10.611993788867556	0.01629108300830752	0.00201036778199526	0.016051703586554708	0.00023937942175287258
PASS.Total_Hip_Replacement.Boer2021	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Total_Hip_Replacement.Boer2021.sumstats.gz	results/sldsc_sumstats_107/PASS.Total_Hip_Replacement.Boer2021.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Total_Hip_Replacement.Boer2021_list.txt	ok	ok	0.0457	0.0035	1.1879	1.2779	1.0564	0.0095	0.2028	0.034	0.045702	3.3987e-05	0.0037	0.0023	0.9947	0.0053	0.99926	0.00074311	1.0046	0.1409	7.5298e-09	1.0565e-09	6.1686e-10	7.0098e-08	0.9952433587324687	0.021589401678400833	1.909995447006941	4.130279355950344	0.042064541396315165	0.00205929063470617	0.04164676347932071	0.0004177779169944889
PASS.Tourette_Syndrome.Yu2019	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Tourette_Syndrome.Yu2019.sumstats.gz	results/sldsc_sumstats_107/PASS.Tourette_Syndrome.Yu2019.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Tourette_Syndrome.Yu2019_list.txt	ok	ok	0.3363	0.0486	1.1113	1.1167	1.0402	0.0075	0.3442	0.064	0.3267	0.0097	0.05	0.0308	0.9947	0.0053	0.9713	0.0287	0.9764	5.4504	5.3822e-08	3.0044e-07	8.2459e-09	9.5802e-07	0.9735089568104242	0.055759039014837065	6.068014872916348	10.667289959268345	0.3292633926549682	0.03591005451144739	0.3188740738032748	0.010389318851693828
PASS.Type_1_Diabetes.Chiou2021	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Type_1_Diabetes.Chiou2021.sumstats.gz	results/sldsc_sumstats_107/PASS.Type_1_Diabetes.Chiou2021.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Type_1_Diabetes.Chiou2021_list.txt	ok	ok	0.0361	0.0046	1.2012	1.3774	1.1321	0.0166	0.35	0.044	0.0262	0.0099	0.0053	0.0052	0.9947	0.0053	0.725	0.275	0.7289	52.1512	4.3122e-09	3.0853e-07	8.7224e-10	1.6296e-07	0.6839217988107957	0.02927379986429015	61.469080555566904	5.60038545999466	0.03263488111523284	0.0015201290812450017	0.022203645820019654	0.010431235295213158
PASS.Type_2_Diabetes.Xue2018	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Type_2_Diabetes.Xue2018.sumstats.gz	results/sldsc_sumstats_107/PASS.Type_2_Diabetes.Xue2018.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Type_2_Diabetes.Xue2018_list.txt	ok	ok	0.0509	0.0037	1.4487	1.6772	1.2031	0.0255	0.2999	0.0376	0.050864	5.6866e-05	0.0039	0.0023	0.9947	0.0053	0.9989	0.0011	1.0042	0.2118	8.3803e-09	1.7677e-09	6.3549e-10	7.1796e-08	0.9866744769696045	0.015589758417600687	3.54931255157245	2.9824845688469623	0.05241344827333867	0.0017367000346205955	0.05144609753494844	0.000967350738390115
PASS.Varicose_Veins.Ahmed2022	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Varicose_Veins.Ahmed2022.sumstats.gz	results/sldsc_sumstats_107/PASS.Varicose_Veins.Ahmed2022.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Varicose_Veins.Ahmed2022_list.txt	ok	ok	0.0551	0.0037	1.3	1.4548	1.134	0.0151	0.2946	0.0332	0.051	0.0041	0.0043	0.0028	0.9947	0.0053	0.9258	0.0742	0.9307	14.0711	8.4105e-09	1.2715e-07	7.075e-10	8.5755e-08	0.9332877106366246	0.023558222197860152	13.762761824075422	4.506935405442996	0.049478042586138145	0.0020627124479243772	0.0459371309097415	0.0035409116763964795
PASS.Venous_Thromboembolism.Ghouse2023	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Venous_Thromboembolism.Ghouse2023.sumstats.gz	results/sldsc_sumstats_107/PASS.Venous_Thromboembolism.Ghouse2023.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Venous_Thromboembolism.Ghouse2023_list.txt	ok	ok	0.0186	0.0018	1.319	1.5508	1.1405	0.0226	0.2551	0.041	0.0202	-0.0016	0.0023	0.0012	0.9947	0.0053	1.0839	-0.0839	1.0896	-15.9046	3.3275e-09	-4.857e-08	3.7179e-10	3.7028e-08	1.00522710446868	0.0	0.0	0.0	0.01655062790250804	0.0005084615588896105	0.01655062790250804	0.0
PASS.Visceral_Adipose_Tissue_Volume.Agrawal2022	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/PASS.Visceral_Adipose_Tissue_Volume.Agrawal2022.sumstats.gz	results/sldsc_sumstats_107/PASS.Visceral_Adipose_Tissue_Volume.Agrawal2022.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_PASS.Visceral_Adipose_Tissue_Volume.Agrawal2022_list.txt	ok	ok	0.1924	0.0198	1.1507	1.169	1.0497	0.0078	0.2943	0.0463	0.2114	-0.019	0.0192	0.0129	0.9947	0.0053	1.0986	-0.0986	1.1045	-18.7095	3.4827e-08	-5.8997e-07	3.1561e-09	3.9994e-07	1.0052271044686842	0.0	0.0	0.0	0.17621521253025013	0.012694958511252671	0.17621521253025013	0.0
UKB_460K.biochemistry_AlkalinePhosphatase	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/UKB_460K.biochemistry_AlkalinePhosphatase.sumstats.gz	results/sldsc_sumstats_107/UKB_460K.biochemistry_AlkalinePhosphatase.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_UKB_460K.biochemistry_AlkalinePhosphatase_list.txt	ok	ok	0.2464	0.0202	1.7448	2.8952	1.4997	0.0826	0.2636	0.0436	0.2226	0.0238	0.0203	0.0129	0.9947	0.0053	0.9033	0.0967	0.9081	18.3433	3.6672e-08	7.4078e-07	3.3371e-09	4.0055e-07	0.9682958454045999	0.007394690000244864	7.065337852983395	1.4146818845016997	0.3248629239939176	0.005254970084086478	0.31292771377823414	0.011935210215684073
UKB_460K.biochemistry_AspartateAminotransferase	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/UKB_460K.biochemistry_AspartateAminotransferase.sumstats.gz	results/sldsc_sumstats_107/UKB_460K.biochemistry_AspartateAminotransferase.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_UKB_460K.biochemistry_AspartateAminotransferase_list.txt	ok	ok	0.1268	0.0087	1.4645	1.9691	1.2148	0.0197	0.2216	0.0204	0.115	0.0118	0.0077	0.0052	0.9947	0.0053	0.9071	0.0929	0.9119	17.6178	1.895e-08	3.6611e-07	1.2686e-09	1.6222e-07	0.882995424016282	0.013097021624853182	23.384204617433625	2.5055978320921084	0.12733467897175618	0.0028709686211389487	0.11185128052239632	0.015483398449359913
UKB_460K.biochemistry_Cholesterol	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/UKB_460K.biochemistry_Cholesterol.sumstats.gz	results/sldsc_sumstats_107/UKB_460K.biochemistry_Cholesterol.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_UKB_460K.biochemistry_Cholesterol_list.txt	ok	ok	0.1197	0.0113	1.4306	2.0544	1.285	0.0429	0.2703	0.0407	0.1183	0.0014	0.0127	0.007	0.9947	0.0053	0.9883	0.0117	0.9935	2.2232	1.9487e-08	4.3605e-08	2.0888e-09	2.176e-07	1.0052271044686814	0.0	0.0	0.0	0.10099008013524731	0.002337951498268142	0.10099008013524731	0.0
UKB_460K.biochemistry_Creatinine	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/UKB_460K.biochemistry_Creatinine.sumstats.gz	results/sldsc_sumstats_107/UKB_460K.biochemistry_Creatinine.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_UKB_460K.biochemistry_Creatinine_list.txt	ok	ok	0.2418	0.012	1.8643	2.8945	1.4069	0.0312	0.2148	0.0165	0.222	0.0198	0.0126	0.0072	0.9947	0.0053	0.918	0.082	0.9229	15.5533	3.6579e-08	6.1648e-07	2.0802e-09	2.2238e-07	0.9231094008828312	0.009228772840930429	15.709979411704733	1.7655612005118482	0.24025459088647544	0.0040276928158406245	0.22062802571344015	0.019626565173034804
UKB_460K.biochemistry_IGF1	/cluster/projects/nn9114k/datngu/database/alkes_group_data/sumstats_107/UKB_460K.biochemistry_IGF1.sumstats.gz	results/sldsc_sumstats_107/UKB_460K.biochemistry_IGF1.sldsc_sv.log	/cluster/projects/nn9114k/datngu/projects/mixer_sv/saga_results_107/univar_UKB_460K.biochemistry_IGF1_list.txt	ok	ok	0.326	0.0175	2.0141	3.4657	1.4346	0.03	0.1763	0.0122	0.3132	0.0128	0.0176	0.0086	0.9947	0.0053	0.9607	0.0393	0.9658	7.4544	5.16e-08	3.9827e-07	2.9054e-09	2.6793e-07	0.9422793580007953	0.007823475841858534	12.04256521847259	1.4967131207592705	0.33400926370590295	0.004937058978850689	0.31309346233503027	0.020915801370875318
